Node,Mobility,Mobility_speed,packet_Received,packet_Sent,Forwarding_Difference,Energy,num_Received,num_Sent,packet_Drop,Transmission_Power,Attack_type,Type_of_node
R6,RandomWayPoint,3,209,24,214,-0.24884,251,37,1,1.4,Hello Flooding,Normal
R7,RandomWayPoint,3,175,27,0,-0.09538,0,0,4,1.4,Hello Flooding,Normal
R8,RandomWayPoint,3,182,28,3,-0.12648,16,13,6,1.4,Hello Flooding,Normal
R9,RandomWayPoint,3,179,20,0,-0.17522,0,0,0,1.4,Hello Flooding,Normal
R10,RandomWayPoint,3,196,32,-1,-0.11118,26,27,6,1.4,Hello Flooding,Normal
R11,RandomWayPoint,3,189,26,-1,-0.18802,5,6,0,1.4,Hello Flooding,Normal
R12,RandomWayPoint,3,190,27,0,-0.09706,0,0,4,1.4,Hello Flooding,Normal
R13,RandomWayPoint,3,178,23,-1,-0.19099,0,1,0,1.4,Hello Flooding,Normal
R14,RandomWayPoint,3,189,23,-1,-0.12683,2,3,2,1.4,Hello Flooding,Normal
R15,RandomWayPoint,3,179,20,-3,-0.15212,18,21,0,1.4,Hello Flooding,Normal
R16,RandomWayPoint,3,209,28,285,-0.23665,302,17,1,1.4,Hello Flooding,Normal
R17,RandomWayPoint,3,201,29,38,-0.45599,338,300,0,1.4,Hello Flooding,Normal
R18,RandomWayPoint,3,193,27,0,-0.09382,0,0,4,1.4,Hello Flooding,Normal
R19,RandomWayPoint,3,158,22,-1,-0.12328,2,3,3,1.4,Hello Flooding,Normal
R20,RandomWayPoint,3,196,26,34,-0.19339,42,8,0,10,Hello Flooding,Attacker
R21,RandomWayPoint,3,188,26,2,-0.46056,307,305,2,1.4,Hello Flooding,Normal
R22,RandomWayPoint,3,124,20,0,-0.14856,0,0,0,1.4,Hello Flooding,Normal
A,RandomWayPoint,3,149,2053,-632,-0.826,17,649,6,1.4,Hello Flooding,Normal
B,RandomWayPoint,3,229,42,68,-0.08889,72,4,16,1.4,Hello Flooding,Normal
R0,RandomWayPoint,8,95,10,0,-0.24016,2,2,1,1.4,Hello Flooding,Normal
R1,RandomWayPoint,8,114,11,0,-0.23179,0,0,0,1.4,Hello Flooding,Normal
R2,RandomWayPoint,8,114,13,0,-0.24268,0,0,0,1.4,Hello Flooding,Normal
R3,RandomWayPoint,8,79,10,202,-0.21041,206,4,0,10,Hello Flooding,Attacker
R4,RandomWayPoint,8,109,13,0,-0.28074,0,0,0,1.4,Hello Flooding,Normal
R5,RandomWayPoint,8,100,14,284,-1.36658,1470,1186,11,1.4,Hello Flooding,Normal
R6,RandomWayPoint,8,106,11,0,-0.19641,0,0,0,1.4,Hello Flooding,Normal
R7,RandomWayPoint,8,103,8,0,-0.24536,2,2,0,1.4,Hello Flooding,Normal
R8,RandomWayPoint,8,95,11,-1,-0.27511,13,14,0,1.4,Hello Flooding,Normal
R9,RandomWayPoint,8,56,8,0,-0.24487,0,0,0,1.4,Hello Flooding,Normal
R10,RandomWayPoint,8,79,8,0,-0.25653,0,0,0,1.4,Hello Flooding,Normal
R11,RandomWayPoint,8,98,10,0,-0.25234,0,0,0,1.4,Hello Flooding,Normal
R12,RandomWayPoint,8,98,8,0,-0.24287,0,0,0,1.4,Hello Flooding,Normal
R13,RandomWayPoint,8,115,10,0,-0.26633,0,0,0,1.4,Hello Flooding,Normal
R14,RandomWayPoint,8,76,8,0,-0.2804,0,0,0,1.4,Hello Flooding,Normal
R15,RandomWayPoint,8,94,9,172,-0.35962,184,12,11,1.4,Hello Flooding,Normal
R16,RandomWayPoint,8,93,8,0,-0.25436,0,0,0,1.4,Hello Flooding,Normal
R17,RandomWayPoint,8,82,8,0,-0.27346,0,0,0,1.4,Hello Flooding,Normal
R18,RandomWayPoint,8,109,11,0,-0.26663,1,1,0,1.4,Hello Flooding,Normal
R19,RandomWayPoint,8,113,12,0,-0.22233,0,0,0,1.4,Hello Flooding,Normal
R20,RandomWayPoint,8,87,9,0,-0.21689,0,0,0,10,Hello Flooding,Attacker
R21,RandomWayPoint,8,115,10,0,-0.26154,0,0,0,1.4,Hello Flooding,Normal
R22,RandomWayPoint,8,106,8,0,-0.27285,0,0,0,1.4,Hello Flooding,Normal
A,RandomWayPoint,8,86,1961,-1641,-1.59945,4,1645,0,1.4,Hello Flooding,Normal
B,RandomWayPoint,8,742,15,996,-0.22809,1003,7,2,1.4,Hello Flooding,Normal
R0,RandomWayPoint,15,100,14,0,-0.13008,0,0,0,1.4,Hello Flooding,Normal
R1,RandomWayPoint,15,88,10,0,-0.14621,0,0,0,1.4,Hello Flooding,Normal
R2,RandomWayPoint,15,103,9,0,-0.2017,0,0,0,1.4,Hello Flooding,Normal
R3,RandomWayPoint,15,81,12,1723,-0.23083,1724,1,0,10,Hello Flooding,Attacker
R4,RandomWayPoint,15,90,11,0,-0.20031,0,0,0,1.4,Hello Flooding,Normal
R5,RandomWayPoint,15,89,14,0,-0.12773,0,0,0,1.4,Hello Flooding,Normal
R6,RandomWayPoint,15,89,9,0,-0.16237,0,0,0,1.4,Hello Flooding,Normal
R7,RandomWayPoint,15,89,11,0,-0.2031,0,0,0,1.4,Hello Flooding,Normal
R8,RandomWayPoint,15,101,13,0,-0.20324,1,1,0,1.4,Hello Flooding,Normal
R9,RandomWayPoint,15,93,9,0,-0.16389,0,0,0,1.4,Hello Flooding,Normal
R10,RandomWayPoint,15,86,10,0,-0.17255,0,0,0,1.4,Hello Flooding,Normal
R11,RandomWayPoint,15,101,9,0,-0.20237,0,0,0,1.4,Hello Flooding,Normal
R12,RandomWayPoint,15,83,9,0,-0.19493,0,0,0,1.4,Hello Flooding,Normal
R13,RandomWayPoint,15,90,9,0,-0.20316,0,0,0,1.4,Hello Flooding,Normal
R14,RandomWayPoint,15,102,11,2,-0.15435,3,1,2,1.4,Hello Flooding,Normal
R15,RandomWayPoint,15,86,14,0,-0.12229,0,0,0,1.4,Hello Flooding,Normal
R16,RandomWayPoint,15,96,9,0,-0.14592,0,0,0,1.4,Hello Flooding,Normal
R17,RandomWayPoint,15,90,10,0,-0.18279,0,0,0,1.4,Hello Flooding,Normal
R18,RandomWayPoint,15,89,10,0,-0.14763,0,0,0,1.4,Hello Flooding,Normal
R19,RandomWayPoint,15,87,10,0,-0.16579,0,0,0,1.4,Hello Flooding,Normal
R20,RandomWayPoint,15,68,10,8,-0.17279,10,2,0,10,Hello Flooding,Attacker
R21,RandomWayPoint,15,104,11,0,-0.13565,0,0,0,1.4,Hello Flooding,Normal
R22,RandomWayPoint,15,73,11,0,-0.22728,13,13,0,1.4,Hello Flooding,Normal
A,RandomWayPoint,15,95,1976,-1782,-1.74179,5,1787,13,1.4,Hello Flooding,Normal
B,RandomWayPoint,15,1081,12,49,-0.11291,53,4,3,1.4,Hello Flooding,Normal
R0,RandomWayPoint,19,52,5,0,-0.23881,0,0,0,1.4,Hello Flooding,Normal
R1,RandomWayPoint,19,44,5,0,-0.2393,0,0,0,1.4,Hello Flooding,Normal
R2,RandomWayPoint,19,55,6,6,-0.29256,39,33,1,1.4,Hello Flooding,Normal
R3,RandomWayPoint,19,53,8,1,-0.17371,2,1,0,10,Hello Flooding,Attacker
R4,RandomWayPoint,19,64,6,61,-0.73438,667,606,3,1.4,Hello Flooding,Normal
R5,RandomWayPoint,19,39,6,134,-0.32742,213,79,3,1.4,Hello Flooding,Normal
R6,RandomWayPoint,19,56,6,0,-0.2391,0,0,0,1.4,Hello Flooding,Normal
R7,RandomWayPoint,19,73,7,0,-0.19966,0,0,0,1.4,Hello Flooding,Normal
R8,RandomWayPoint,19,64,8,0,-0.23577,0,0,0,1.4,Hello Flooding,Normal
R9,RandomWayPoint,19,48,5,0,-0.16601,0,0,0,1.4,Hello Flooding,Normal
R10,RandomWayPoint,19,44,6,0,-0.1715,0,0,0,1.4,Hello Flooding,Normal
R11,RandomWayPoint,19,55,6,0,-0.23461,0,0,0,1.4,Hello Flooding,Normal
R12,RandomWayPoint,19,62,6,0,-0.1969,0,0,0,1.4,Hello Flooding,Normal
R13,RandomWayPoint,19,58,7,0,-0.23667,0,0,0,1.4,Hello Flooding,Normal
R14,RandomWayPoint,19,50,8,0,-0.19636,0,0,0,1.4,Hello Flooding,Normal
R15,RandomWayPoint,19,48,5,0,-0.1878,0,0,0,1.4,Hello Flooding,Normal
R16,RandomWayPoint,19,61,7,0,-0.18762,0,0,0,1.4,Hello Flooding,Normal
R17,RandomWayPoint,19,47,5,0,-0.15309,0,0,0,1.4,Hello Flooding,Normal
R18,RandomWayPoint,19,30,5,0,-0.24081,0,0,0,1.4,Hello Flooding,Normal
R19,RandomWayPoint,19,63,6,31,-0.7223,628,597,0,1.4,Hello Flooding,Normal
R20,RandomWayPoint,19,58,7,-1,-0.21719,0,1,0,10,Hello Flooding,Attacker
R21,RandomWayPoint,19,56,5,0,-0.2373,0,0,0,1.4,Hello Flooding,Normal
R22,RandomWayPoint,19,63,9,0,-0.17186,0,0,0,1.4,Hello Flooding,Normal
A,RandomWayPoint,19,48,1954,-862,-1.12238,13,875,11,1.4,Hello Flooding,Normal
B,RandomWayPoint,19,97,10,668,-0.18149,674,6,4,1.4,Hello Flooding,Normal
R0,RandomWayPoint,1,95,21,0,-0.07278,2,2,1,1.4,Hello Flooding,Normal
R1,RandomWayPoint,1,197,25,-1,-0.11841,1,2,0,1.4,Hello Flooding,Normal
R2,RandomWayPoint,1,164,34,12,-0.19156,32,20,8,1.4,Hello Flooding,Normal
R3,RandomWayPoint,1,210,23,0,-0.17771,0,0,0,1.4,Hello Flooding,Normal
R4,RandomWayPoint,1,48,16,0,-0.18253,0,0,0,1.4,Hello Flooding,Normal
R5,RandomWayPoint,1,221,31,1127,-0.34758,1162,35,4,1.4,Hello Flooding,Normal
R6,RandomWayPoint,1,151,24,0,-0.1383,1,1,0,1.4,Hello Flooding,Normal
R7,RandomWayPoint,1,235,25,-1,-0.23128,18,19,0,1.4,Hello Flooding,Normal
R8,RandomWayPoint,1,131,22,0,-0.11412,0,0,0,1.4,Hello Flooding,Normal
R9,RandomWayPoint,1,261,28,-2,-0.20604,13,15,0,1.4,Hello Flooding,Normal
R10,RandomWayPoint,1,139,28,-2,-0.09392,23,25,1,1.4,Hello Flooding,Normal
R11,RandomWayPoint,1,189,30,3,-0.21775,5,2,2,1.4,Hello Flooding,Normal
R12,RandomWayPoint,1,57,16,0,-0.07286,0,0,0,1.4,Hello Flooding,Normal
R13,RandomWayPoint,1,129,38,54,-1.24523,1240,1186,1,1.4,Hello Flooding,Normal
R14,RandomWayPoint,1,214,23,0,-0.13631,11,11,0,1.4,Hello Flooding,Normal
R15,RandomWayPoint,1,146,22,0,-0.11778,0,0,0,1.4,Hello Flooding,Normal
R16,RandomWayPoint,1,203,29,73,-0.09476,84,11,0,10,Hello Flooding,Attacker
R17,RandomWayPoint,1,93,19,0,-0.07231,0,0,0,1.4,Hello Flooding,Normal
R18,RandomWayPoint,1,214,23,0,-0.21056,0,0,0,1.4,Hello Flooding,Normal
R19,RandomWayPoint,1,138,28,152,-0.35654,191,39,4,1.4,Hello Flooding,Normal
R20,RandomWayPoint,1,131,21,0,-0.07405,0,0,0,1.4,Hello Flooding,Normal
R21,RandomWayPoint,1,247,28,-1,-0.2132,38,39,0,1.4,Hello Flooding,Normal
R22,RandomWayPoint,1,239,24,0,-0.18203,0,0,0,1.4,Hello Flooding,Normal
A,RandomWayPoint,1,55,2005,-1404,-1.50472,12,1416,9,1.4,Hello Flooding,Normal
B,RandomWayPoint,1,112,32,15,-0.07676,31,16,7,1.4,Hello Flooding,Normal
R0,RandomWayPoint,4,82,15,575,-0.84238,1120,545,0,1.4,Hello Flooding,Normal
R1,RandomWayPoint,4,68,9,0,-0.20327,0,0,0,1.4,Hello Flooding,Normal
R2,RandomWayPoint,4,73,10,0,-0.21237,0,0,0,1.4,Hello Flooding,Normal
R3,RandomWayPoint,4,67,8,0,-0.1515,0,0,0,1.4,Hello Flooding,Normal
R4,RandomWayPoint,4,62,8,0,-0.13525,0,0,0,1.4,Hello Flooding,Normal
R5,RandomWayPoint,4,57,7,0,-0.16934,0,0,0,1.4,Hello Flooding,Normal
R6,RandomWayPoint,4,101,13,0,-0.25596,40,40,0,1.4,Hello Flooding,Normal
R7,RandomWayPoint,4,124,15,13,-0.25717,28,15,1,1.4,Hello Flooding,Normal
R8,RandomWayPoint,4,77,11,0,-0.26419,1,1,0,1.4,Hello Flooding,Normal
R9,RandomWayPoint,4,98,17,65,-0.37963,121,56,0,1.4,Hello Flooding,Normal
R10,RandomWayPoint,4,91,11,0,-0.21236,0,0,0,1.4,Hello Flooding,Normal
R11,RandomWayPoint,4,93,15,5,-0.7,538,533,0,1.4,Hello Flooding,Normal
R12,RandomWayPoint,4,107,13,320,-0.52769,528,208,0,1.4,Hello Flooding,Normal
R13,RandomWayPoint,4,68,17,8,-0.31675,36,28,1,1.4,Hello Flooding,Normal
R14,RandomWayPoint,4,57,7,0,-0.15084,0,0,0,1.4,Hello Flooding,Normal
R15,RandomWayPoint,4,84,11,0,-0.46249,334,334,1,1.4,Hello Flooding,Normal
R16,RandomWayPoint,4,109,13,-2,-0.19965,2,4,0,10,Hello Flooding,Attacker
R17,RandomWayPoint,4,106,13,1,-0.20136,2,1,1,1.4,Hello Flooding,Normal
R18,RandomWayPoint,4,120,13,1,-0.45076,303,302,0,1.4,Hello Flooding,Normal
R19,RandomWayPoint,4,75,12,-1,-0.18515,45,46,1,1.4,Hello Flooding,Normal
R20,RandomWayPoint,4,93,11,0,-0.24403,0,0,0,1.4,Hello Flooding,Normal
R21,RandomWayPoint,4,118,14,9,-0.28256,36,27,4,1.4,Hello Flooding,Normal
R22,RandomWayPoint,4,100,12,0,-0.25328,0,0,0,1.4,Hello Flooding,Normal
A,RandomWayPoint,4,46,2025,-1242,-1.39742,8,1250,11,1.4,Hello Flooding,Normal
B,RandomWayPoint,4,436,17,396,-0.12322,402,6,3,1.4,Hello Flooding,Normal
R0,RandomWayPoint,5,22,3,0,-0.28309,0,0,0,1.4,Hello Flooding,Normal
R1,RandomWayPoint,5,18,2,0,-0.27049,0,0,0,1.4,Hello Flooding,Normal
R2,RandomWayPoint,5,22,3,0,-0.2831,0,0,0,1.4,Hello Flooding,Normal
R3,RandomWayPoint,5,21,3,0,-0.28308,0,0,0,1.4,Hello Flooding,Normal
R4,RandomWayPoint,5,8,1,0,-0.11797,0,0,0,1.4,Hello Flooding,Normal
R5,RandomWayPoint,5,21,3,0,-0.28308,0,0,0,1.4,Hello Flooding,Normal
R6,RandomWayPoint,5,8,1,0,-0.10965,0,0,0,1.4,Hello Flooding,Normal
R7,RandomWayPoint,5,17,2,0,-0.23715,0,0,0,1.4,Hello Flooding,Normal
R8,RandomWayPoint,5,21,4,1,-1.36168,1348,1347,0,1.4,Hello Flooding,Normal
R9,RandomWayPoint,5,9,1,0,-0.15334,0,0,0,1.4,Hello Flooding,Normal
R10,RandomWayPoint,5,18,2,0,-0.27504,0,0,0,1.4,Hello Flooding,Normal
R11,RandomWayPoint,5,8,1,0,-0.13161,0,0,0,1.4,Hello Flooding,Normal
R12,RandomWayPoint,5,8,2,0,-0.15581,0,0,0,1.4,Hello Flooding,Normal
R13,RandomWayPoint,5,11,1,0,-0.14626,0,0,0,1.4,Hello Flooding,Normal
R14,RandomWayPoint,5,13,3,0,-0.28308,0,0,0,1.4,Hello Flooding,Normal
R15,RandomWayPoint,5,10,2,0,-0.14673,0,0,0,1.4,Hello Flooding,Normal
R16,RandomWayPoint,5,18,2,1346,-0.19943,1347,1,0,10,Hello Flooding,Attacker
R17,RandomWayPoint,5,8,1,0,-0.11506,0,0,0,1.4,Hello Flooding,Normal
R18,RandomWayPoint,5,10,2,0,-0.18305,0,0,0,1.4,Hello Flooding,Normal
R19,RandomWayPoint,5,10,2,0,-0.16485,0,0,0,1.4,Hello Flooding,Normal
R20,RandomWayPoint,5,16,2,0,-0.23835,0,0,0,1.4,Hello Flooding,Normal
R21,RandomWayPoint,5,22,3,0,-0.28308,0,0,0,1.4,Hello Flooding,Normal
R22,RandomWayPoint,5,3,2,0,-0.1091,0,0,0,1.4,Hello Flooding,Normal
A,RandomWayPoint,5,18,1996,-1329,-1.73285,1,1330,0,1.4,Hello Flooding,Normal
B,RandomWayPoint,5,8,1,-1,-0.1082,0,1,0,1.4,Hello Flooding,Normal
R0,RandomWayPoint,11,28,3,0,-0.19404,0,0,0,1.4,Hello Flooding,Normal
R1,RandomWayPoint,11,14,2,0,-0.06364,0,0,0,1.4,Hello Flooding,Normal
R2,RandomWayPoint,11,31,3,0,-0.17786,0,0,0,1.4,Hello Flooding,Normal
R3,RandomWayPoint,11,11,3,0,-0.06844,0,0,0,1.4,Hello Flooding,Normal
R4,RandomWayPoint,11,31,3,0,-0.19408,0,0,0,1.4,Hello Flooding,Normal
R5,RandomWayPoint,11,18,1,0,-0.08171,0,0,0,1.4,Hello Flooding,Normal
R6,RandomWayPoint,11,9,2,0,-0.07013,0,0,0,1.4,Hello Flooding,Normal
R7,RandomWayPoint,11,32,3,0,-0.19405,0,0,0,1.4,Hello Flooding,Normal
R8,RandomWayPoint,11,26,2,0,-0.16998,0,0,0,1.4,Hello Flooding,Normal
R9,RandomWayPoint,11,26,3,0,-0.19405,0,0,0,1.4,Hello Flooding,Normal
R10,RandomWayPoint,11,21,2,0,-0.1617,0,0,0,1.4,Hello Flooding,Normal
R11,RandomWayPoint,11,28,2,0,-0.18886,0,0,0,1.4,Hello Flooding,Normal
R12,RandomWayPoint,11,29,2,0,-0.14028,0,0,0,1.4,Hello Flooding,Normal
R13,RandomWayPoint,11,15,3,0,-0.14739,2,2,0,1.4,Hello Flooding,Normal
R14,RandomWayPoint,11,16,2,0,-0.14188,0,0,0,1.4,Hello Flooding,Normal
R15,RandomWayPoint,11,33,3,0,-0.14993,0,0,0,1.4,Hello Flooding,Normal
R16,RandomWayPoint,11,36,4,1911,-0.23168,1913,2,0,10,Hello Flooding,Attacker
R17,RandomWayPoint,11,26,2,0,-0.11618,0,0,0,1.4,Hello Flooding,Normal
R18,RandomWayPoint,11,33,3,0,-0.16169,0,0,0,1.4,Hello Flooding,Normal
R19,RandomWayPoint,11,25,2,0,-0.18236,0,0,0,1.4,Hello Flooding,Normal
R20,RandomWayPoint,11,10,2,0,-0.14518,0,0,0,1.4,Hello Flooding,Normal
R21,RandomWayPoint,11,11,3,0,-0.1152,0,0,0,1.4,Hello Flooding,Normal
R22,RandomWayPoint,11,13,2,0,-0.10344,0,0,0,1.4,Hello Flooding,Normal
A,RandomWayPoint,11,20,1956,-1911,-1.65986,1,1912,0,1.4,Hello Flooding,Normal
B,RandomWayPoint,11,12,5,1,-0.09784,2,1,1,1.4,Hello Flooding,Normal
R0,RandomWayPoint,3,36,4,0,-0.23563,0,0,0,1.4,Hello Flooding,Normal
R1,RandomWayPoint,3,31,4,0,-0.19597,0,0,0,1.4,Hello Flooding,Normal
R2,RandomWayPoint,3,29,3,1,-0.1283,2,1,0,10,Hello Flooding,Attacker
R3,RandomWayPoint,3,34,3,0,-0.06398,0,0,0,1.4,Hello Flooding,Normal
R4,RandomWayPoint,3,36,5,0,-0.06435,0,0,0,1.4,Hello Flooding,Normal
R5,RandomWayPoint,3,36,4,0,-0.06769,0,0,0,1.4,Hello Flooding,Normal
R6,RandomWayPoint,3,42,6,-1,-0.27421,0,1,0,10,Hello Flooding,Attacker
R7,RandomWayPoint,3,31,4,0,-0.06406,0,0,0,1.4,Hello Flooding,Normal
R8,RandomWayPoint,3,35,3,0,-0.06398,0,0,0,1.4,Hello Flooding,Normal
R9,RandomWayPoint,3,32,3,984,-0.18674,985,1,0,10,Hello Flooding,Attacker
R10,RandomWayPoint,3,36,4,0,-0.06409,0,0,0,1.4,Hello Flooding,Normal
R11,RandomWayPoint,3,42,3,0,-0.18671,0,0,0,1.4,Hello Flooding,Normal
R12,RandomWayPoint,3,34,4,0,-0.0641,0,0,0,1.4,Hello Flooding,Normal
R13,RandomWayPoint,3,35,4,0,-0.23562,0,0,0,1.4,Hello Flooding,Normal
R14,RandomWayPoint,3,34,4,0,-0.06411,0,0,0,1.4,Hello Flooding,Normal
R15,RandomWayPoint,3,32,3,0,-0.06398,0,0,0,1.4,Hello Flooding,Normal
R16,RandomWayPoint,3,44,4,0,-0.23573,1,1,0,1.4,Hello Flooding,Normal
R17,RandomWayPoint,3,39,4,315,-0.23566,1488,1173,11,1.4,Hello Flooding,Normal
R18,RandomWayPoint,3,34,4,0,-0.0641,0,0,0,1.4,Hello Flooding,Normal
R19,RandomWayPoint,3,27,3,0,-0.06394,0,0,0,1.4,Hello Flooding,Normal
R20,RandomWayPoint,3,38,3,0,-0.22575,0,0,0,1.4,Hello Flooding,Normal
R21,RandomWayPoint,3,39,4,0,-0.23567,0,0,0,1.4,Hello Flooding,Normal
R22,RandomWayPoint,3,19,3,0,-0.11772,0,0,0,1.4,Hello Flooding,Normal
A,RandomWayPoint,3,29,2075,-1477,-2.16737,1,1478,11,1.4,Hello Flooding,Normal
B,RandomWayPoint,3,29,8,183,-0.0656,189,6,1,1.4,Hello Flooding,Normal
R0,RandomWayPoint,17,67,9,-1,-0.18307,0,1,0,1.4,Hello Flooding,Normal
R1,RandomWayPoint,17,76,8,-1,-0.14479,0,1,0,1.4,Hello Flooding,Normal
R2,RandomWayPoint,17,84,8,-1,-0.1842,0,1,0,10,Hello Flooding,Attacker
R3,RandomWayPoint,17,84,8,-1,-0.22527,0,1,0,1.4,Hello Flooding,Normal
R4,RandomWayPoint,17,79,8,-1,-0.18179,0,1,0,1.4,Hello Flooding,Normal
R5,RandomWayPoint,17,81,8,-1,-0.22295,0,1,0,1.4,Hello Flooding,Normal
R6,RandomWayPoint,17,67,8,-1,-0.12811,0,1,0,10,Hello Flooding,Attacker
R7,RandomWayPoint,17,63,8,-1,-0.17174,0,1,0,1.4,Hello Flooding,Normal
R8,RandomWayPoint,17,70,8,-1,-0.20298,0,1,0,1.4,Hello Flooding,Normal
R9,RandomWayPoint,17,90,24,137,-0.20533,153,16,0,10,Hello Flooding,Attacker
R10,RandomWayPoint,17,63,8,-1,-0.18447,0,1,0,1.4,Hello Flooding,Normal
R11,RandomWayPoint,17,63,9,0,-0.15186,0,0,1,1.4,Hello Flooding,Normal
R12,RandomWayPoint,17,68,9,-1,-0.22942,0,1,0,1.4,Hello Flooding,Normal
R13,RandomWayPoint,17,78,9,0,-0.21399,5,5,1,1.4,Hello Flooding,Normal
R14,RandomWayPoint,17,83,9,-1,-0.20799,0,1,0,1.4,Hello Flooding,Normal
R15,RandomWayPoint,17,72,9,-1,-0.14832,0,1,0,1.4,Hello Flooding,Normal
R16,RandomWayPoint,17,65,8,-1,-0.18717,0,1,0,1.4,Hello Flooding,Normal
R17,RandomWayPoint,17,76,8,-1,-0.21823,1,2,0,1.4,Hello Flooding,Normal
R18,RandomWayPoint,17,64,9,-1,-0.13171,0,1,0,1.4,Hello Flooding,Normal
R19,RandomWayPoint,17,83,9,-1,-0.20523,0,1,0,1.4,Hello Flooding,Normal
R20,RandomWayPoint,17,70,9,-1,-0.17684,0,1,0,1.4,Hello Flooding,Normal
R21,RandomWayPoint,17,73,11,53,-0.80121,763,710,0,1.4,Hello Flooding,Normal
R22,RandomWayPoint,17,56,8,-1,-0.12081,0,1,0,1.4,Hello Flooding,Normal
A,RandomWayPoint,17,79,1983,-1250,-1.51473,30,1280,16,1.4,Hello Flooding,Normal
B,RandomWayPoint,17,1180,13,1111,-0.21498,1116,5,3,1.4,Hello Flooding,Normal
R0,RandomWayPoint,18,106,16,-2,-0.18827,0,2,1,1.4,Hello Flooding,Normal
R1,RandomWayPoint,18,126,13,-1,-0.24271,0,1,0,1.4,Hello Flooding,Normal
R2,RandomWayPoint,18,114,18,-2,-0.2066,2,4,1,10,Hello Flooding,Attacker
R3,RandomWayPoint,18,119,16,-2,-0.24588,0,2,1,1.4,Hello Flooding,Normal
R4,RandomWayPoint,18,99,15,-2,-0.20528,0,2,1,1.4,Hello Flooding,Normal
R5,RandomWayPoint,18,119,15,-3,-0.23269,2,5,0,1.4,Hello Flooding,Normal
R6,RandomWayPoint,18,83,12,-1,-0.14198,0,1,0,10,Hello Flooding,Attacker
R7,RandomWayPoint,18,99,15,0,-0.18279,0,0,2,1.4,Hello Flooding,Normal
R8,RandomWayPoint,18,119,13,-1,-0.24398,0,1,0,1.4,Hello Flooding,Normal
R9,RandomWayPoint,18,128,20,3,-0.24534,12,9,0,10,Hello Flooding,Attacker
R10,RandomWayPoint,18,117,15,-2,-0.22116,0,2,1,1.4,Hello Flooding,Normal
R11,RandomWayPoint,18,109,18,126,-0.58544,441,315,21,1.4,Hello Flooding,Normal
R12,RandomWayPoint,18,132,15,-3,-0.24463,0,3,0,1.4,Hello Flooding,Normal
R13,RandomWayPoint,18,123,14,-3,-0.21338,0,3,0,1.4,Hello Flooding,Normal
R14,RandomWayPoint,18,129,16,-2,-0.25456,3,5,1,1.4,Hello Flooding,Normal
R15,RandomWayPoint,18,93,14,-3,-0.206,0,3,0,1.4,Hello Flooding,Normal
R16,RandomWayPoint,18,123,14,-3,-0.24041,10,13,0,1.4,Hello Flooding,Normal
R17,RandomWayPoint,18,118,15,-2,-0.21557,11,13,1,1.4,Hello Flooding,Normal
R18,RandomWayPoint,18,74,13,0,-0.15683,0,0,1,1.4,Hello Flooding,Normal
R19,RandomWayPoint,18,128,16,-4,-0.23773,2,6,0,1.4,Hello Flooding,Normal
R20,RandomWayPoint,18,130,20,331,-0.69564,775,444,12,1.4,Hello Flooding,Normal
R21,RandomWayPoint,18,128,15,-3,-0.22626,3,6,0,1.4,Hello Flooding,Normal
R22,RandomWayPoint,18,102,16,0,-0.16785,0,0,2,1.4,Hello Flooding,Normal
A,RandomWayPoint,18,117,1993,-1180,-1.44068,17,1197,19,1.4,Hello Flooding,Normal
B,RandomWayPoint,18,904,22,794,-0.21698,803,9,4,1.4,Hello Flooding,Normal
R0,RandomWayPoint,20,69,7,0,-0.19879,0,0,0,1.4,Hello Flooding,Normal
R1,RandomWayPoint,20,60,8,0,-0.13881,0,0,0,1.4,Hello Flooding,Normal
R2,RandomWayPoint,20,50,8,0,-0.23113,0,0,0,10,Hello Flooding,Attacker
R3,RandomWayPoint,20,51,7,0,-0.12979,0,0,0,1.4,Hello Flooding,Normal
R4,RandomWayPoint,20,47,8,0,-0.16863,2,2,0,1.4,Hello Flooding,Normal
R5,RandomWayPoint,20,48,6,0,-0.17865,0,0,0,1.4,Hello Flooding,Normal
R6,RandomWayPoint,20,60,7,1954,-0.1875,1956,2,0,10,Hello Flooding,Attacker
R7,RandomWayPoint,20,52,7,0,-0.25984,0,0,0,1.4,Hello Flooding,Normal
R8,RandomWayPoint,20,68,8,0,-0.26053,0,0,0,1.4,Hello Flooding,Normal
R9,RandomWayPoint,20,68,8,0,-0.22109,0,0,0,10,Hello Flooding,Attacker
R10,RandomWayPoint,20,57,8,0,-0.24476,0,0,0,1.4,Hello Flooding,Normal
R11,RandomWayPoint,20,64,8,0,-0.20856,0,0,0,1.4,Hello Flooding,Normal
R12,RandomWayPoint,20,42,6,0,-0.16374,0,0,0,1.4,Hello Flooding,Normal
R13,RandomWayPoint,20,53,7,0,-0.22896,0,0,0,1.4,Hello Flooding,Normal
R14,RandomWayPoint,20,58,8,0,-0.25396,0,0,0,1.4,Hello Flooding,Normal
R15,RandomWayPoint,20,52,6,0,-0.22669,0,0,0,1.4,Hello Flooding,Normal
R16,RandomWayPoint,20,68,10,0,-0.27794,0,0,0,1.4,Hello Flooding,Normal
R17,RandomWayPoint,20,68,12,0,-1.31703,0,0,0,1.4,Hello Flooding,Normal
R18,RandomWayPoint,20,59,7,0,-0.17339,0,0,0,1.4,Hello Flooding,Normal
